Date,Prediction_Signal,Actual_Returns,annStrategyReturns,cumActual_Returns,cumANNStrategyReturns
2019-08-26 00:00:00-04:00,-1,-0.0032031806358082,0.0032031806358082,0.9967968193641918,1.0032031806358082
2019-08-27 00:00:00-04:00,1,0.0065454801656796,0.0065454801656796,1.0033213331745527,1.0097696271568066
2019-08-28 00:00:00-04:00,1,0.0126872917935088,0.0126872917935088,1.0160507636911906,1.0225808690607676
2019-08-29 00:00:00-04:00,1,0.0006427872591217,0.0006427872591217,1.0167038681767122,1.0232381710148215
2019-08-30 00:00:00-04:00,1,-0.0068991005090608,-0.0068991005090608,1.00968952600221,1.0161787480282827
2019-09-03 00:00:00-04:00,1,0.010842079212828,0.010842079212828,1.0206366598234888,1.0271962385087978
2019-09-04 00:00:00-04:00,1,0.0130098136422667,0.0130098136422667,1.033914952564258,1.0405598701458347
2019-09-05 00:00:00-04:00,-1,0.0009106051537297,-0.0009106051537297,1.0348564408485812,1.0396123309653156
2019-09-06 00:00:00-04:00,-1,-9.401025965849465e-05,9.401025965849465e-05,1.0347591537258678,1.0397100651904938
2019-09-09 00:00:00-04:00,-1,0.0003223043548219,-0.0003223043548219,1.0350926611073055,1.0393749621087307
2019-09-10 00:00:00-04:00,-1,0.0072296811894803,-0.0072296811894803,1.0425760510486821,1.0318606124963563
2019-09-11 00:00:00-04:00,-1,0.002879153101061,-0.002879153101061,1.045577787119151,1.0288897278140248
2019-09-12 00:00:00-04:00,-1,-0.0007244143620946,0.0007244143620946,1.0448203555534747,1.029635070309865
2019-09-13 00:00:00-04:00,-1,-0.0031355866640028,0.0031355866640028,1.0415442307803227,1.032863580305118
2019-09-16 00:00:00-04:00,-1,0.0025817523700197,-0.0025817523700197,1.04423324006662,1.0301969823087582
2019-09-17 00:00:00-04:00,-1,0.0003426919897555,-0.0003426919897555,1.0445910904334275,1.0298439420550507
2019-09-18 00:00:00-04:00,-1,1.997472142156731e-05,-1.997472142156731e-05,1.0446119558494584,1.0298233712092004
2019-09-19 00:00:00-04:00,-1,-0.004895576515783,0.004895576515783,1.0394979780902958,1.0348649503206966
2019-09-20 00:00:00-04:00,1,-9.693591923765066e-05,-9.693591923765066e-05,1.0393972133982439,1.0347646347354504
2019-09-23 00:00:00-04:00,1,-0.0084163713221064,-0.0084163713221064,1.0306492604991215,1.0260556713385331
2019-09-24 00:00:00-04:00,1,0.0061585717420034,0.0061585717420034,1.0369965879107481,1.032374708801761
2019-09-25 00:00:00-04:00,1,-0.0024289164068657,-0.0024289164068657,1.034477809884508,1.0298671569335192
2019-09-26 00:00:00-04:00,1,-0.0053163524902405,-0.0053163524902405,1.02897816120383,1.0243920201091388
2019-09-27 00:00:00-04:00,1,0.0050476066752547,0.0050476066752547,1.0341720382390138,1.0295627481079193
2019-09-30 00:00:00-04:00,1,-0.0122583733729132,-0.0122583733729132,1.0214947712624534,1.0169419835307698
2019-10-01 00:00:00-04:00,1,-0.0179032029855029,-0.0179032029855029,1.0032067430239118,0.9987354647751385
2019-10-02 00:00:00-04:00,1,0.0079719125970152,0.0079719125970152,1.0112042194960347,1.0066972966078653
2019-10-03 00:00:00-04:00,1,0.0142168975854601,0.0142168975854601,1.025580406322595,1.021009408973299
2019-10-04 00:00:00-04:00,1,-0.0044782946735923,-0.0044782946735923,1.0209875550516199,1.0164370279754062
2019-10-07 00:00:00-04:00,1,-0.0155608192014078,-0.0155608192014078,1.0051001523005743,1.0006204351534647
2019-10-08 00:00:00-04:00,1,0.0091044925499415,0.0091044925499415,1.01425107914914,1.0097305764506386
2019-10-09 00:00:00-04:00,-1,0.006415695380997,-0.006415695380997,1.0207582051128083,1.0032524526552529
2019-10-10 00:00:00-04:00,-1,0.0109389775131329,-0.0109389775131329,1.0319242561648834,0.9922778966356617
2019-10-11 00:00:00-04:00,-1,-0.001387118733451,0.001387118733451,1.0304928546976546,0.9936543038948744
2019-10-14 00:00:00-04:00,-1,0.0099556766411372,-0.0099556766411372,1.0407521083400268,0.9837618029522228
2019-10-15 00:00:00-04:00,-1,-0.0019995427986508,0.0019995427986508,1.038671079956615,0.9857288767809036
2019-10-16 00:00:00-04:00,-1,0.002762831573678,-0.002762831573678,1.0415407532109855,0.9830054739170472
2019-10-17 00:00:00-04:00,-1,-0.0039193449495069,0.0039193449495069,1.0374585957201825,0.9868582114565817
2019-10-18 00:00:00-04:00,-1,0.0068716160561175,-0.0068716160561175,1.0445876128640905,0.9800769007256253
2019-10-21 00:00:00-04:00,-1,-0.0035686663784125,0.0035686663784125,1.0408598281707564,0.9835744682095034
2019-10-22 00:00:00-04:00,-1,0.0028471487971184,-0.0028471487971184,1.0438233109785018,0.9807740853454644
2019-10-23 00:00:00-04:00,-1,0.0019204463587332,-0.0019204463587332,1.0458279176552314,0.9788905613245228
2019-10-24 00:00:00-04:00,-1,0.0040727005061091,-0.0040727005061091,1.050087261544769,0.974903833239991
2019-10-25 00:00:00-04:00,-1,0.0055813378684714,-0.0055813378684714,1.0559481533428283,0.9694625655574107
2019-10-28 00:00:00-04:00,-1,-0.0008324053147991,0.0008324053147991,1.0550691764878335,0.9702695513494793
2019-10-29 00:00:00-04:00,-1,0.0032533701591457,-0.0032533701591457,1.0585017070624534,0.9671129053447912
2019-10-30 00:00:00-04:00,-1,-0.0030228605633046,0.0030228605633046,1.0553020039959837,0.970036352806621
2019-10-31 00:00:00-04:00,-1,0.009662312168146,-0.009662312168146,1.065498661390263,0.9606635587513537
