Date,Prediction_Signal,Actual_Returns,annStrategyReturns,cumActual_Returns,cumANNStrategyReturns
2018-11-20 00:00:00+00:00,1,-0.0031397214011679,-0.0031397214011679,0.9968602785988321,0.9968602785988321
2018-11-21 00:00:00+00:00,1,0.00172744809055,0.00172744809055,0.9985823029836428,0.9985823029836428
2018-11-22 00:00:00+00:00,-1,0.0072923519967131,-0.0072923519967131,1.0058643166346881,0.9913002893325977
2018-11-23 00:00:00+00:00,-1,-0.0053970689486415,0.0053970689486415,1.0004355975648327,0.996650405342934
2018-11-26 00:00:00+00:00,1,0.0052535844945,0.0052535844945,1.0056914705079452,1.001886392458881
2018-11-27 00:00:00+00:00,1,-0.0032319148072209,-0.0032319148072209,1.0024411613529147,0.9986483809919401
2018-11-28 00:00:00+00:00,1,0.0044772658204077,0.0044772658204077,1.00692935690161,1.003119595254761
2018-11-29 00:00:00+00:00,1,-0.0044229360120994,-0.0044229360120994,1.0024757727873297,0.998682861472466
2018-11-30 00:00:00+00:00,1,0.0005517837235169,0.0005517837235169,1.0030289226019737,0.9992339184203818
2018-12-03 00:00:00+00:00,1,-0.0034817267470993,-0.0034817267470993,0.9995366499740362,0.9957548589600087
2018-12-04 00:00:00+00:00,1,-0.0082609763302178,-0.0082609763302178,0.9912795013674155,0.9875289516394407
2018-12-05 00:00:00+00:00,-1,0.0037532483513937,-0.0037532483513937,0.9950000195216933,0.9838225102297464
2018-12-06 00:00:00+00:00,-1,0.0007715350546289,-0.0007715350546289,0.9957676969161107,0.9830634566755712
2018-12-07 00:00:00+00:00,-1,-0.00631990851721,0.00631990851721,0.9894745361672079,0.989276327788373
2018-12-10 00:00:00+00:00,-1,-0.0065697681672954,0.0065697681672954,0.9829739178571473,0.995775643915336
2018-12-11 00:00:00+00:00,1,-0.0035388066948447,-0.0035388066948447,0.9794953631757767,0.992251786400085
2018-12-12 00:00:00+00:00,1,0.0099832778910275,0.0099832778910275,0.9892739375793335,1.0021577117215856
2018-12-13 00:00:00+00:00,-1,0.0044530180832191,-0.0044530180832191,0.9936791923126317,0.9976950853090519
2018-12-14 00:00:00+00:00,-1,-0.0069317004393347,0.0069317004393347,0.9867913058187205,1.0046108087702108
2018-12-17 00:00:00+00:00,-1,-0.0025720039741374,0.0025720039741374,0.9842532746585105,1.0071946717628293
2018-12-18 00:00:00+00:00,1,0.0003161649036371,0.0003161649036371,0.9845644610002475,1.007513111369171
2018-12-19 00:00:00+00:00,1,-0.0029850938227463,-0.0029850938227463,0.9816254437096202,1.0045055902040871
2018-12-20 00:00:00+00:00,1,-0.0079256045788942,-0.0079256045788942,0.9738454685981962,0.9965442760988408
2018-12-21 00:00:00+00:00,-1,-0.0025778055170889,0.0025778055170889,0.9713350843764518,0.9991131734317917
2018-12-24 00:00:00+00:00,-1,-0.0020433482274287,0.0020433482274287,0.9693503085535519,1.0011547095637243
2018-12-25 00:00:00+00:00,-1,-0.000834732082897,0.000834732082897,0.9685411607514361,1.0019904055197406
2018-12-26 00:00:00+00:00,-1,0.004591157630871,-0.004591157630871,0.9729878858924328,0.997390109623379
2018-12-27 00:00:00+00:00,-1,-0.0034827251388811,0.0034827251388811,0.9695992365224084,1.0008637452314357
2018-12-28 00:00:00+00:00,-1,-0.00127669901856,0.00127669901856,0.9683613501287438,1.0021415469926849
2018-12-31 00:00:00+00:00,-1,-0.0030493170338403,0.0030493170338403,0.9654085093688837,1.0051973942822487
2019-01-01 00:00:00+00:00,-1,0.0018481059755646,-0.0018481059755646,0.9671926866039092,1.0033396829712538
2019-01-02 00:00:00+00:00,-1,-0.0384247459068745,0.0384247459068745,0.9300285533781667,1.0418927553477082
2019-01-03 00:00:00+00:00,1,0.0123212651257276,0.0123212651257276,0.941487681758836,1.0547301922189223
2019-01-04 00:00:00+00:00,-1,0.014999097189384,-0.014999097189384,0.9556091470001447,1.038910191557253
2019-01-07 00:00:00+00:00,-1,0.0048703831652985,-0.0048703831652985,0.9602633297022994,1.0338503008500355
2019-01-08 00:00:00+00:00,-1,-0.0022613020321718,0.0022613020321718,0.9580918842834236,1.0361881486363091
2019-01-09 00:00:00+00:00,-1,-0.0005702964120557,0.0005702964120557,0.9575454879193971,1.036779083019691
2019-01-10 00:00:00+00:00,-1,-0.0026938684380555,0.0026938684380555,0.9549659863514885,1.0395720294686739
2019-01-11 00:00:00+00:00,-1,0.0091824564032219,-0.0091824564032219,0.9637349198877209,1.0300262046300688
2019-01-14 00:00:00+00:00,-1,-0.0001005149915153,0.0001005149915153,0.9636380500804254,1.0301297377052876
2019-01-15 00:00:00+00:00,-1,0.0035524342403807,-0.0035524342403807,0.9670613108848648,1.026470269553029
2019-01-16 00:00:00+00:00,-1,0.0046553604898211,-0.0046553604898211,0.9715633299027929,1.0216916804161758
2019-01-17 00:00:00+00:00,-1,0.0086695637620011,-0.0086695637620011,0.9799863601402073,1.0128340592477016
2019-01-18 00:00:00+00:00,1,-0.0055676902328261,-0.0055676902328261,0.974530099654552,1.0071949129485547
2019-01-21 00:00:00+00:00,-1,0.0030229767019214,-0.0030229767019214,0.9774760814411289,1.0041501861924174
2019-01-22 00:00:00+00:00,1,0.0024337198885999,0.0024337198885999,0.9798549844211629,1.0065940064716952
2019-01-23 00:00:00+00:00,1,0.0108830431210038,0.0108830431210038,0.990518788468949,1.0175488124494707
2019-01-24 00:00:00+00:00,1,0.0038468967070415,0.0038468967070415,0.994329211934573,1.0214632176253367
2019-01-25 00:00:00+00:00,-1,0.0049102733479948,-0.0049102733479948,0.9992116401630681,1.016447554011874
